Factories	6
gJobs	250
gStage	8
Number of Machines at each stage
1	2	1	2	1	3	2	3	
Processing times of jobs
26	22	9	24	29	11	19	27	
27	8	24	23	2	18	26	20	
7	30	2	5	8	27	13	17	
17	6	23	25	8	12	3	6	
24	26	21	4	10	24	6	19	
12	22	29	20	19	28	21	7	
18	6	27	18	17	19	12	6	
22	16	22	8	4	20	27	26	
14	6	19	30	30	14	9	22	
9	3	20	10	25	9	30	21	
23	30	1	21	20	19	8	22	
2	26	1	4	1	11	25	22	
7	4	21	13	23	6	19	22	
2	3	14	18	1	26	25	25	
3	21	4	17	25	9	30	21	
11	13	21	30	29	30	20	21	
28	12	8	16	20	13	16	9	
9	3	16	16	29	13	2	27	
24	3	28	6	20	18	17	13	
19	20	28	18	24	18	27	21	
23	18	25	27	26	9	29	25	
23	18	10	12	17	25	22	18	
16	21	2	28	11	29	25	19	
29	8	26	11	25	20	8	15	
11	20	6	24	15	12	13	4	
30	1	25	4	18	26	4	4	
13	18	7	11	24	5	1	14	
26	29	7	11	24	23	14	3	
24	9	12	7	1	7	2	17	
30	27	12	12	4	22	1	18	
29	17	7	21	28	27	6	10	
9	14	12	14	3	28	6	29	
22	28	4	18	28	12	5	14	
4	19	13	24	14	28	25	9	
18	7	15	14	18	21	30	2	
12	16	15	27	29	7	11	15	
24	17	18	23	21	4	23	10	
2	8	17	26	24	21	10	21	
10	11	30	22	29	22	21	4	
5	10	27	18	28	13	17	2	
24	9	9	24	21	10	24	7	
12	16	11	11	14	9	21	15	
6	18	4	22	14	16	14	8	
1	13	19	28	23	5	14	12	
28	6	18	30	30	21	18	24	
19	4	11	5	29	20	25	25	
25	15	26	18	27	26	6	18	
12	16	2	18	20	12	11	30	
2	14	19	15	8	28	24	13	
22	18	28	14	9	13	18	2	
3	21	14	5	8	24	24	8	
14	6	12	8	5	3	11	24	
5	24	16	15	5	9	19	21	
9	30	23	8	21	16	21	20	
20	2	21	18	13	23	11	8	
6	4	21	7	23	29	6	21	
22	29	12	24	4	27	30	10	
10	23	4	27	25	2	11	4	
7	5	14	23	5	4	21	26	
