Factories	2
gJobs	150
gStage	8
Number of Machines at each stage
3	2	2	1	3	1	2	3	
Processing times of jobs
12	16	20	12	23	8	4	28	
5	7	11	7	4	25	4	16	
15	5	8	28	13	10	14	4	
5	17	4	14	29	1	15	30	
27	14	29	24	22	14	21	7	
4	12	9	23	9	4	23	20	
8	14	28	11	24	27	9	28	
13	12	6	1	6	23	27	24	
4	14	18	3	23	20	26	8	
9	4	15	3	27	30	13	23	
29	7	28	1	26	1	15	26	
4	21	19	2	19	27	26	11	
26	3	21	16	9	1	25	15	
21	8	2	4	27	14	20	26	
25	17	11	3	2	16	27	27	
18	4	21	15	21	16	7	2	
7	14	16	26	28	18	8	19	
23	26	19	10	30	23	15	15	
23	30	16	24	19	22	20	7	
30	24	22	28	15	4	6	10	
8	19	22	4	11	2	27	12	
29	14	7	12	18	13	26	7	
13	24	5	16	27	9	30	1	
25	21	17	23	12	14	27	18	
7	11	7	12	3	7	21	29	
8	22	26	4	27	3	24	4	
15	11	26	27	19	7	3	23	
6	19	28	13	28	24	25	9	
13	15	21	11	24	6	23	25	
9	18	10	27	30	11	27	7	
26	27	27	15	25	11	14	6	
23	14	13	26	29	24	23	19	
17	10	26	19	28	16	5	14	
28	4	20	8	24	1	29	11	
17	20	6	12	30	1	13	24	
12	13	3	28	8	20	18	1	
3	1	15	8	26	25	25	17	
24	12	18	12	10	26	27	11	
7	30	4	1	17	29	24	8	
30	22	14	5	18	6	16	14	
29	12	14	1	1	2	11	12	
30	27	6	4	29	30	13	10	
26	18	6	22	6	19	15	27	
18	22	1	26	6	15	23	19	
26	22	9	1	30	27	8	14	
24	15	29	20	5	26	20	18	
8	4	4	12	18	29	25	12	
22	25	22	11	8	21	7	9	
28	5	12	18	26	14	8	9	
8	20	27	9	8	8	8	30	
7	5	22	19	26	23	19	10	
7	16	27	24	23	9	12	27	
7	5	15	8	27	25	5	26	
21	26	15	7	29	1	19	13	
27	26	23	21	18	11	9	13	
10	25	29	13	10	28	8	6	
27	8	9	28	13	1	30	22	
24	29	27	3	23	17	6	14	
16	11	29	11	12	7	21	14	
7	4	28	5	11	18	19	13	
7	24	15	28	29	30	12	4	
10	11	27	19	24	18	1	15	
18	22	18	28	12	10	25	8	
21	26	8	24	1	27	15	11	
10	29	14	11	30	27	17	19	
6	30	28	20	17	20	18	14	
13	8	29	14	1	30	10	24	
19	22	8	23	18	29	4	16	
4	7	8	10	6	11	27	17	
18	6	28	21	27	5	17	13	
29	10	13	13	11	10	3	20	
13	4	1	4	6	8	2	27	
21	28	23	30	10	4	11	5	
12	9	19	26	22	16	5	10	
10	22	13	16	26	11	18	6	
16	13	21	2	26	19	11	9	
23	21	26	6	15	8	9	15	
1	16	16	12	11	15	5	2	
16	29	3	15	17	1	23	20	
23	3	20	20	20	10	19	7	
14	14	25	3	5	19	21	28	
24	17	7	21	4	27	29	25	
7	19	27	13	17	16	20	4	
14	20	4	3	30	19	15	8	
24	30	10	10	19	13	7	24	
9	23	8	24	26	12	3	30	
28	6	27	13	4	21	16	29	
29	30	3	8	14	14	6	5	
13	28	28	3	2	29	20	26	
11	17	2	11	2	15	22	23	
20	4	3	10	2	9	17	23	
17	23	2	10	5	21	6	1	
5	5	29	7	6	22	9	9	
23	3	8	5	30	28	2	26	
11	9	5	7	26	12	1	3	
1	29	4	6	4	20	23	28	
28	4	22	6	6	22	16	13	
29	29	12	27	13	19	17	20	
4	9	19	15	24	5	21	1	
4	20	27	18	5	27	28	5	
24	29	7	5	15	4	5	25	
16	22	4	2	16	29	22	14	
16	26	13	15	14	14	6	9	
8	30	23	11	1	26	11	2	
9	15	2	18	5	16	6	19	
11	10	18	5	7	22	13	12	
25	25	25	5	12	27	4	5	
7	13	27	24	21	21	4	23	
23	27	30	5	26	22	30	22	
12	22	24	8	6	13	28	6	
4	14	2	16	13	22	13	23	
13	24	17	30	19	24	21	1	
13	15	9	24	19	22	5	8	
25	24	26	8	27	16	12	11	
25	22	11	25	16	21	17	8	
7	25	7	30	2	22	7	25	
2	10	22	30	3	30	19	18	
17	19	30	23	24	22	14	19	
9	20	3	19	21	6	30	9	
1	2	22	21	2	13	1	21	
11	10	29	7	7	12	17	19	
21	21	26	17	27	17	29	7	
25	8	26	13	26	19	6	1	
13	27	12	12	20	27	11	23	
16	21	24	20	9	17	22	8	
18	8	22	27	20	11	6	28	
23	22	17	24	17	9	19	4	
24	14	11	1	11	14	3	28	
29	15	14	18	10	21	20	28	
17	29	10	18	13	24	12	29	
12	7	28	15	3	20	9	29	
4	18	16	3	17	24	17	18	
11	19	5	21	1	25	5	17	
4	12	23	13	6	12	16	19	
21	8	19	20	20	30	28	23	
2	30	4	16	25	26	28	26	
17	29	27	17	24	20	10	2	
25	10	10	15	1	30	15	27	
28	15	30	8	18	11	4	5	
15	14	6	22	22	19	19	12	
14	16	6	25	26	22	11	3	
29	17	15	12	24	11	28	26	
9	17	8	5	2	5	6	12	
23	25	5	24	22	25	7	20	
24	21	11	20	17	13	4	27	
29	8	12	18	9	3	17	2	
1	6	18	6	1	12	17	12	
1	15	14	19	5	1	19	15	
29	24	9	28	18	21	13	20	
1	25	8	24	19	27	18	30	
Energy consumption per unit  time for processing
6	6	6	
6	6	
6	6	
5	
6	6	6	
5	
6	6	
6	6	6	
Energy consumption per unit  time for idle
3	3	3	
3	3	
4	4	
3	
3	3	3	
4	
3	3	
3	3	3	
Energy consumption per unit  time for blocking
2	2	2	
2	2	
1	1	
2	
1	1	1	
1	
1	1	
1	1	1	
