Factories	6
gJobs	150
gStage	5
Number of Machines at each stage
1	1	1	3	3	
Processing times of jobs
4	9	2	11	23	
11	20	28	29	16	
9	15	20	26	23	
5	1	25	27	12	
14	22	1	11	30	
18	25	17	3	29	
26	11	1	2	22	
5	20	10	1	26	
27	17	28	6	21	
17	13	28	19	6	
2	8	16	21	11	
4	21	4	25	20	
30	13	5	8	1	
13	2	5	1	2	
11	26	4	27	11	
15	5	30	16	28	
9	18	29	25	7	
5	29	12	22	28	
18	17	4	30	6	
9	21	16	6	25	
30	6	2	1	8	
30	15	15	8	14	
15	2	30	10	5	
2	16	7	12	2	
27	1	23	22	26	
28	10	24	1	11	
19	18	27	24	1	
26	23	4	11	6	
11	1	18	25	26	
25	5	22	3	4	
13	24	8	21	24	
27	29	29	18	18	
29	19	24	11	16	
9	15	20	11	24	
26	29	21	15	5	
17	25	4	8	7	
2	10	13	15	1	
16	8	17	9	13	
19	6	13	30	6	
9	3	19	25	12	
4	19	9	20	10	
23	26	1	19	2	
8	9	1	11	28	
30	4	26	27	11	
1	12	30	4	23	
19	16	20	2	30	
16	24	22	23	9	
6	21	17	14	29	
10	7	5	17	30	
30	15	27	21	2	
26	22	3	29	26	
27	7	18	3	4	
23	5	1	2	3	
26	15	10	20	23	
11	4	11	1	19	
6	13	27	7	23	
9	12	19	22	3	
25	17	27	11	27	
10	22	16	30	9	
19	10	4	9	20	
17	20	29	13	4	
20	25	22	8	4	
29	18	4	16	10	
1	25	22	6	5	
10	19	24	1	11	
15	9	12	21	24	
30	29	28	10	4	
3	20	17	8	4	
26	21	24	15	21	
14	21	6	17	4	
28	8	22	20	22	
7	23	11	8	7	
14	5	3	22	15	
9	29	6	26	1	
25	3	15	29	25	
11	26	10	13	24	
7	24	4	20	13	
11	6	5	2	29	
14	15	1	10	19	
29	20	28	26	6	
18	26	1	8	21	
23	21	14	24	13	
16	18	29	4	29	
6	19	8	5	6	
28	25	10	1	24	
18	19	18	9	21	
30	13	4	20	18	
1	26	3	7	15	
21	26	13	27	19	
20	2	15	26	1	
22	26	17	19	27	
19	25	28	12	27	
15	21	9	21	30	
9	28	16	28	25	
26	19	12	18	19	
19	8	3	4	17	
14	29	4	8	9	
15	20	26	12	15	
21	21	6	24	12	
18	4	20	4	27	
21	17	14	14	29	
3	10	24	24	11	
16	9	19	12	22	
11	30	13	20	21	
30	8	20	28	27	
4	30	28	21	1	
12	18	15	6	20	
28	3	25	12	25	
21	6	15	4	18	
12	1	29	10	10	
12	4	14	8	30	
12	15	4	22	27	
7	10	29	9	15	
13	19	27	24	3	
20	13	9	25	29	
26	11	26	28	15	
26	17	5	20	30	
25	11	2	24	2	
3	9	24	12	26	
13	4	16	8	12	
29	23	17	20	6	
19	25	14	3	15	
21	6	18	12	23	
28	17	1	16	19	
4	12	30	9	9	
8	4	3	16	15	
30	7	4	27	15	
1	18	20	18	26	
1	24	29	6	30	
15	7	12	7	8	
5	7	14	29	6	
20	8	18	30	28	
8	28	22	6	11	
20	24	15	1	18	
13	9	3	28	23	
21	22	14	26	20	
4	5	1	2	5	
11	11	14	22	16	
2	14	10	19	21	
2	4	16	7	14	
18	3	25	4	29	
24	30	2	12	22	
7	27	28	23	9	
29	21	14	22	14	
18	15	9	1	20	
9	17	2	11	6	
20	28	5	11	15	
15	8	21	15	28	
24	16	5	28	21	
16	1	26	25	21	
Energy consumption per unit  time for processing
6	
6	
5	
5	5	5	
6	6	6	
Energy consumption per unit  time for idle
3	
4	
4	
4	4	4	
4	4	4	
Energy consumption per unit  time for blocking
1	
2	
1	
1	1	1	
2	2	2	
