Factories	3
gJobs	300
gStage	8
Number of Machines at each stage
3	2	1	1	2	2	1	2	
Processing times of jobs
10	21	20	1	14	15	24	6	
25	9	7	27	10	23	8	3	
17	26	20	2	21	21	19	20	
20	2	1	3	15	10	17	16	
19	1	1	3	11	19	23	12	
30	3	18	1	29	15	25	21	
20	22	10	29	7	1	6	21	
13	29	21	10	9	9	21	17	
11	15	30	26	3	17	27	8	
6	12	2	16	13	1	13	19	
26	3	24	17	18	11	5	13	
18	23	26	21	17	20	5	1	
9	21	13	16	25	2	18	10	
6	12	3	27	4	30	7	18	
16	17	22	14	1	15	4	24	
28	29	28	30	6	28	27	29	
6	24	1	28	5	25	16	5	
29	25	24	12	24	13	28	26	
17	14	6	4	28	27	10	4	
7	5	25	29	29	3	28	14	
26	30	6	14	4	22	9	1	
1	28	19	18	16	2	29	28	
9	29	15	7	6	12	19	18	
5	13	29	19	22	21	15	14	
28	9	9	21	18	23	7	30	
24	25	18	12	4	23	10	7	
23	16	27	15	25	18	18	13	
14	21	11	14	20	24	5	18	
30	28	9	20	6	4	17	30	
7	1	24	25	26	23	12	5	
19	11	21	25	11	18	19	15	
20	10	5	18	7	16	27	29	
12	30	26	27	26	5	4	26	
7	16	16	15	28	18	30	6	
3	24	13	20	6	4	7	8	
12	12	25	1	29	8	25	11	
4	3	27	13	6	2	5	14	
2	20	21	18	30	24	23	27	
15	8	15	24	8	26	3	9	
23	1	27	18	16	29	4	12	
12	27	18	7	1	19	16	14	
7	14	18	1	4	20	30	21	
27	8	18	28	3	25	23	23	
27	12	8	21	11	19	20	17	
10	23	6	15	22	2	6	2	
2	4	5	27	12	20	26	19	
23	10	5	1	23	25	12	21	
9	23	14	13	28	16	22	5	
24	23	27	14	27	15	2	19	
9	15	4	23	17	12	6	15	
17	22	22	29	7	27	2	28	
19	1	23	19	18	13	6	5	
2	25	12	7	9	14	3	8	
10	19	8	29	7	25	13	4	
6	26	19	7	27	7	22	6	
25	18	27	18	23	30	9	23	
4	3	28	22	18	12	14	2	
17	28	3	24	18	29	20	1	
6	15	15	25	26	5	30	17	
7	14	3	2	6	25	6	27	
29	8	14	9	14	28	21	9	
10	15	18	23	27	18	3	12	
26	29	6	24	23	6	23	14	
20	24	27	3	11	11	12	17	
3	3	23	25	29	4	13	1	
11	26	10	18	8	23	17	8	
13	10	25	23	30	2	28	20	
2	14	10	21	6	2	18	1	
28	28	24	3	13	12	28	1	
4	21	16	1	3	3	17	15	
9	13	1	6	11	23	7	10	
26	21	6	14	26	14	18	23	
12	1	18	6	24	25	6	16	
18	17	1	1	2	30	28	4	
18	8	13	24	13	4	6	18	
22	7	8	6	2	24	23	25	
9	18	13	3	24	1	20	22	
1	16	19	15	22	28	5	28	
11	20	20	4	9	9	28	26	
23	2	3	30	14	21	14	9	
30	6	16	10	15	18	19	26	
9	14	25	25	29	3	19	11	
25	22	19	18	1	18	15	18	
