Factories	5
gJobs	300
gStage	10
Number of Machines at each stage
2	2	3	2	1	2	3	2	2	3	
Processing times of jobs
11	26	17	28	17	12	13	21	10	17	
25	6	8	3	28	20	3	21	22	19	
11	10	11	26	14	23	5	1	28	23	
28	24	8	16	24	5	8	25	26	3	
13	20	20	14	22	14	26	18	29	5	
6	27	15	22	10	24	28	14	19	3	
27	28	13	19	27	29	16	10	2	12	
5	1	21	21	1	19	8	28	3	6	
17	7	28	29	25	20	12	24	5	23	
27	21	15	20	25	18	4	27	20	29	
7	6	14	2	22	5	16	19	22	2	
5	16	28	21	13	16	29	4	24	12	
20	12	17	6	22	26	22	19	4	18	
8	21	3	13	23	6	7	4	13	4	
14	11	4	24	7	25	13	7	7	12	
10	5	19	1	19	14	13	19	1	14	
4	20	22	2	27	10	30	7	21	22	
4	23	26	13	19	23	12	17	6	15	
23	13	1	11	3	16	19	23	23	5	
30	4	15	9	5	15	28	25	7	20	
16	8	15	15	2	28	17	6	26	17	
9	7	8	9	25	23	21	15	26	10	
8	22	24	5	14	21	27	2	2	1	
29	1	6	20	15	22	8	5	28	18	
30	28	4	13	24	3	24	6	25	21	
3	29	11	29	17	16	1	15	2	28	
18	28	27	13	3	25	9	4	17	17	
28	30	12	3	1	20	17	4	21	21	
27	16	15	17	7	13	15	2	20	7	
1	20	3	18	3	28	18	29	1	6	
10	28	18	14	28	6	29	23	18	24	
28	3	2	21	30	15	30	30	25	30	
26	20	10	8	9	27	17	17	9	3	
27	17	12	11	16	20	5	16	11	17	
16	25	11	22	4	16	16	6	11	3	
19	5	8	25	27	7	15	23	6	12	
30	29	16	17	23	28	24	26	4	17	
17	18	25	24	5	27	19	26	2	23	
24	6	5	18	16	8	1	17	4	1	
26	25	10	9	18	15	24	21	26	11	
4	1	17	18	3	22	10	28	13	19	
20	28	24	5	24	26	25	21	24	27	
20	12	23	20	8	29	7	29	27	26	
17	13	26	8	15	23	9	13	4	14	
15	17	4	16	16	10	6	9	22	2	
1	21	8	20	2	29	2	3	13	5	
13	19	6	8	24	12	13	9	29	24	
2	3	25	23	25	9	4	21	1	6	
17	21	6	24	3	22	25	5	22	30	
27	19	21	18	23	2	20	28	10	23	
13	15	15	20	6	25	26	26	9	8	
30	19	21	29	13	15	23	28	24	17	
15	17	6	15	1	3	10	8	27	18	
11	19	15	10	17	10	23	22	23	23	
1	14	12	7	10	2	29	11	12	10	
18	11	9	18	28	20	30	27	29	18	
26	23	10	28	22	3	28	20	15	1	
21	3	17	25	23	18	3	30	10	7	
25	6	24	18	8	12	29	24	24	20	
18	1	29	20	7	18	11	8	23	3	
22	8	27	27	10	14	21	10	19	11	
18	7	19	6	13	14	2	17	21	22	
30	25	24	3	17	29	27	9	4	15	
4	1	12	4	14	24	15	4	10	7	
14	17	24	18	17	22	30	19	24	3	
9	13	15	23	4	7	7	16	6	20	
7	21	7	25	19	20	22	11	6	29	
2	8	23	2	19	30	27	21	6	15	
11	22	16	15	1	6	24	22	23	29	
16	12	28	26	22	27	13	27	2	16	
1	13	9	23	7	28	8	8	12	23	
28	12	15	10	28	14	23	20	26	17	
14	8	2	27	2	23	26	29	28	12	
20	16	27	24	5	26	14	15	10	10	
7	7	9	3	3	18	17	4	26	18	
25	1	3	28	17	17	9	5	21	4	
19	29	6	26	3	12	3	15	26	15	
6	7	26	16	12	30	18	6	1	23	
4	17	28	11	4	24	10	27	29	26	
15	27	17	17	21	9	28	28	28	15	
25	13	25	20	30	22	27	8	2	29	
14	16	8	29	30	12	24	2	11	17	
7	8	11	20	29	24	29	2	4	2	
1	19	4	25	2	7	13	21	14	26	
6	2	1	13	15	1	23	20	16	29	
22	16	18	11	14	3	9	10	16	14	
24	20	26	6	25	4	8	3	28	20	
11	6	28	19	7	3	29	15	11	28	
30	9	13	15	28	21	22	7	8	27	
23	30	17	1	23	29	6	17	19	26	
13	24	23	10	23	30	2	24	26	7	
22	8	10	28	24	21	5	5	19	30	
30	1	4	15	21	21	1	10	24	4	
17	1	13	17	25	12	24	13	10	16	
9	19	24	8	13	10	3	25	20	18	
4	3	22	26	23	28	24	12	27	7	
23	7	10	6	25	16	17	4	5	12	
18	14	5	29	23	5	4	15	2	28	
25	26	11	30	7	26	5	29	5	6	
8	19	6	23	27	10	23	7	5	1	
23	17	2	27	15	7	5	20	16	10	
21	21	4	14	26	23	5	15	26	1	
9	22	17	30	12	29	19	18	12	12	
15	10	4	2	2	25	27	27	23	23	
3	27	20	6	7	26	30	9	25	27	
19	9	5	16	25	23	11	21	4	29	
25	29	24	25	5	14	25	6	12	17	
6	2	29	7	24	18	25	6	29	13	
1	29	12	30	7	10	13	21	14	18	
16	18	27	2	9	21	17	29	19	11	
15	26	10	6	10	27	30	30	9	2	
21	19	10	11	29	9	21	25	2	15	
10	18	23	22	18	23	3	30	20	17	
21	24	28	30	11	1	20	29	29	11	
21	8	13	27	21	7	17	29	1	11	
15	20	16	7	8	2	24	2	19	8	
5	18	13	2	6	23	6	12	21	21	
21	16	5	17	15	2	4	25	12	5	
23	24	24	14	4	11	11	4	22	29	
28	1	25	14	11	12	21	23	27	6	
27	23	29	22	9	25	4	12	18	13	
29	29	11	10	23	26	28	20	16	17	
27	11	9	23	17	19	6	27	20	20	
14	24	10	25	11	18	1	15	2	12	
8	8	18	30	27	15	2	26	7	26	
12	6	29	2	21	11	9	27	26	10	
28	14	22	19	14	8	21	26	8	12	
17	13	16	3	25	2	13	28	8	9	
8	10	25	6	29	27	3	9	13	27	
25	24	5	7	17	16	4	24	20	19	
3	30	20	22	25	20	17	12	15	20	
13	13	16	18	14	20	14	27	17	6	
4	23	18	10	27	4	19	14	21	20	
20	5	4	25	9	28	29	12	14	10	
12	25	21	15	13	13	24	15	6	29	
11	25	29	8	30	2	25	9	3	25	
28	2	21	19	5	7	16	24	19	25	
14	1	27	4	13	18	13	26	10	18	
22	28	19	8	8	23	20	15	13	10	
23	16	5	27	23	9	9	4	2	29	
8	17	2	26	29	23	10	16	14	21	
24	27	21	14	6	5	18	10	28	9	
15	23	16	16	4	5	19	2	1	9	
27	23	8	16	2	17	30	18	12	1	
10	12	16	29	11	2	9	24	30	15	
28	2	23	2	4	22	4	28	28	15	
25	14	1	15	18	22	30	13	8	7	
27	8	29	20	20	3	11	19	26	23	
6	23	22	11	30	13	15	3	18	19	
24	16	30	2	29	2	17	7	15	30	
4	12	26	15	21	16	11	18	20	13	
13	7	7	21	8	3	26	14	4	10	
15	20	19	12	13	1	10	9	9	5	
21	12	23	3	13	3	16	20	30	23	
24	23	16	15	8	1	25	4	4	7	
27	12	30	18	27	25	25	28	30	3	
10	1	1	10	30	23	14	19	2	15	
10	13	29	21	22	23	23	8	9	2	
19	30	10	8	15	1	9	20	2	1	
19	9	18	9	15	22	6	6	27	14	
16	9	5	5	28	15	12	10	26	20	
30	26	10	30	18	6	26	28	29	11	
10	24	28	10	5	11	25	26	11	7	
27	5	29	4	14	24	2	26	23	12	
8	19	26	26	7	17	10	3	30	7	
19	7	6	6	5	18	15	25	26	12	
11	19	9	27	24	20	21	13	26	12	
20	3	24	19	24	15	24	19	24	23	
28	2	6	23	23	23	10	6	6	1	
20	17	5	24	17	15	29	19	4	6	
18	6	6	3	25	28	26	20	1	12	
6	14	22	7	9	25	26	26	9	24	
16	13	19	9	2	28	11	4	12	25	
8	4	22	2	10	22	20	26	8	2	
22	28	4	13	7	8	28	3	7	7	
25	12	19	15	12	13	14	9	7	20	
16	26	1	20	2	15	5	9	25	11	
