Factories	4
gJobs	150
gStage	5
Number of Machines at each stage
3	3	3	2	1	
Processing times of jobs
6	13	4	10	15	
11	16	25	26	11	
24	19	13	2	25	
16	13	27	17	22	
1	5	15	29	21	
8	29	17	14	30	
24	12	24	18	29	
27	17	26	17	3	
25	12	29	12	2	
6	23	9	15	24	
14	19	13	13	6	
11	8	26	16	29	
24	14	15	25	19	
12	20	7	19	4	
15	5	28	4	3	
20	22	16	18	24	
26	6	20	3	28	
1	17	10	23	3	
28	22	2	19	9	
1	1	7	8	25	
11	3	14	23	27	
27	11	3	1	13	
27	5	7	28	22	
11	16	21	13	27	
16	3	21	12	24	
25	21	5	21	24	
6	13	25	29	23	
6	20	1	30	16	
3	9	18	23	16	
8	17	14	10	10	
8	10	12	24	12	
28	23	21	8	28	
9	5	8	18	4	
21	9	3	3	20	
5	24	4	16	6	
5	13	2	30	24	
20	9	7	20	7	
27	12	15	2	28	
17	26	13	23	10	
29	19	4	14	6	
1	29	3	27	6	
18	5	5	30	28	
20	28	15	10	10	
4	8	6	30	15	
29	17	5	27	5	
2	1	30	20	18	
24	11	28	5	15	
14	20	6	10	10	
15	1	28	13	12	
11	20	28	17	20	
3	19	13	15	19	
18	7	10	1	11	
30	21	2	18	23	
16	26	3	12	13	
13	19	20	24	21	
23	5	6	24	9	
15	1	22	6	2	
19	10	16	3	24	
5	7	23	11	18	
4	7	18	6	29	
14	3	7	2	13	
9	11	9	15	3	
4	17	22	1	10	
11	8	24	9	22	
19	26	26	13	5	
23	17	19	26	6	
14	3	18	2	1	
26	12	22	17	11	
5	13	5	7	16	
13	22	18	23	3	
14	29	21	10	23	
18	30	4	26	11	
8	30	5	17	8	
22	26	28	12	23	
21	18	6	9	17	
10	29	19	25	1	
3	29	26	5	18	
11	9	23	10	16	
14	7	3	18	2	
28	18	9	23	6	
19	19	7	1	13	
5	5	8	21	20	
1	27	12	26	20	
26	22	21	12	30	
4	23	14	25	11	
7	28	5	6	14	
18	25	10	25	8	
28	12	21	27	2	
28	16	13	15	19	
2	5	7	11	16	
29	17	2	13	19	
4	13	27	17	8	
19	16	10	19	20	
23	17	17	2	28	
24	25	14	3	30	
22	22	24	18	29	
23	3	20	7	29	
27	26	27	24	26	
28	21	17	9	12	
1	13	21	15	7	
17	4	3	15	28	
20	17	26	24	22	
30	4	18	24	23	
7	30	27	13	30	
10	21	11	13	14	
19	23	16	29	25	
17	25	23	19	3	
28	6	21	19	23	
24	20	26	21	16	
26	19	7	9	11	
21	22	14	24	5	
12	20	11	3	14	
29	16	21	26	20	
16	9	1	10	18	
9	21	18	1	16	
21	25	25	17	14	
28	2	28	4	10	
14	12	12	9	15	
30	17	2	26	3	
29	10	1	8	9	
2	26	2	4	10	
23	21	30	12	15	
6	17	21	2	4	
29	24	23	3	27	
1	21	16	20	22	
7	9	8	11	16	
15	5	4	23	26	
26	9	25	29	10	
1	27	25	12	16	
12	22	27	20	17	
11	6	28	22	9	
13	14	16	28	19	
29	16	4	16	20	
11	18	25	20	17	
12	10	23	15	12	
26	19	24	1	22	
20	21	15	11	16	
4	14	2	24	23	
3	7	20	9	26	
22	30	29	30	13	
7	29	15	5	12	
26	19	16	26	2	
23	25	8	13	26	
23	2	23	19	23	
6	3	13	25	8	
26	26	21	28	30	
18	4	17	28	27	
4	25	18	17	6	
16	7	26	13	11	
26	2	3	6	6	
Energy consumption per unit  time for processing
6	6	6	
6	6	6	
5	5	5	
5	5	
6	
Energy consumption per unit  time for idle
3	3	3	
4	4	4	
3	3	3	
3	3	
4	
Energy consumption per unit  time for blocking
2	2	2	
2	2	2	
2	2	2	
2	2	
1	
