Factories	2
gJobs	250
gStage	5
Number of Machines at each stage
2	3	2	1	1	
Processing times of jobs
28	20	14	27	10	
21	26	10	9	25	
21	18	4	22	1	
21	25	7	12	28	
14	28	13	29	14	
5	15	26	27	22	
12	30	7	27	5	
2	11	4	18	6	
27	22	29	22	7	
9	1	14	6	11	
15	9	6	21	4	
18	16	30	24	23	
10	2	14	3	8	
20	21	18	28	28	
26	30	18	1	21	
21	17	20	11	7	
19	7	17	18	4	
15	19	9	24	9	
12	16	23	30	1	
28	14	27	17	22	
22	22	27	29	6	
29	27	14	28	22	
10	22	27	27	8	
17	5	12	10	19	
9	9	1	15	19	
28	6	21	28	1	
27	26	20	22	23	
17	28	21	15	5	
1	23	19	5	24	
28	10	25	26	16	
4	20	11	27	29	
27	25	16	22	23	
25	5	1	8	21	
24	1	10	27	19	
27	24	28	6	3	
25	1	23	3	29	
12	28	7	30	15	
8	10	27	18	22	
21	7	16	13	15	
19	22	26	24	9	
4	27	22	8	8	
30	28	9	21	12	
6	7	26	21	29	
8	15	22	25	19	
26	30	8	10	22	
6	2	27	1	20	
7	4	14	20	28	
23	28	7	19	7	
23	2	17	7	5	
23	6	28	30	22	
20	9	1	24	17	
4	3	7	18	16	
21	4	21	4	28	
29	9	29	17	12	
28	29	18	12	30	
30	28	7	4	27	
24	23	29	16	12	
25	13	13	30	10	
1	24	9	8	4	
3	5	13	13	25	
2	22	1	23	13	
10	1	10	27	22	
2	9	22	13	24	
30	19	22	28	1	
19	1	11	6	6	
2	9	19	15	9	
16	29	19	19	24	
1	11	15	20	9	
3	16	7	2	19	
14	21	25	7	12	
1	6	8	3	28	
19	15	24	5	25	
15	3	10	11	11	
3	25	2	22	30	
9	15	16	7	13	
11	27	29	4	23	
19	27	21	2	14	
7	18	29	10	7	
22	21	24	25	19	
20	30	15	4	5	
17	5	24	9	4	
18	1	24	17	17	
23	1	13	3	6	
15	2	12	12	26	
8	8	11	11	7	
8	3	16	5	8	
5	14	6	25	16	
29	16	12	19	24	
23	2	23	28	29	
9	5	20	28	14	
16	24	29	4	12	
27	21	9	29	18	
4	7	26	17	9	
23	5	19	7	10	
17	17	20	4	10	
24	20	2	26	2	
2	27	19	14	16	
5	25	22	1	26	
21	20	30	14	18	
