Factories	5
gJobs	250
gStage	5
Number of Machines at each stage
2	1	2	3	2	
Processing times of jobs
24	30	30	13	1	
29	28	17	28	29	
14	26	8	28	1	
16	15	19	27	28	
9	21	13	2	13	
5	16	27	29	2	
23	24	28	3	17	
19	19	5	21	25	
19	11	8	15	24	
30	26	24	1	17	
10	29	3	28	7	
4	17	26	2	10	
24	18	4	11	15	
23	13	26	27	13	
27	9	12	25	3	
9	18	8	4	21	
5	7	9	20	17	
6	8	11	23	5	
26	8	19	17	20	
1	17	3	2	22	
24	15	13	19	7	
6	21	1	13	24	
6	20	25	19	8	
2	26	9	2	20	
29	29	15	6	25	
14	23	22	5	1	
27	29	3	8	8	
17	2	10	17	9	
13	11	8	4	5	
27	19	6	22	26	
4	14	17	20	12	
15	24	7	15	1	
17	4	21	20	16	
26	17	17	23	17	
14	20	16	21	3	
6	24	26	15	3	
8	2	16	12	13	
30	4	19	17	28	
5	15	6	8	27	
30	8	29	26	10	
20	2	27	3	22	
1	21	22	20	15	
22	5	30	3	29	
16	3	4	21	12	
10	8	12	4	4	
1	16	16	25	16	
24	22	1	17	27	
26	11	1	28	18	
25	23	13	20	14	
21	24	15	17	14	
26	24	9	29	24	
1	23	18	10	24	
25	10	11	22	3	
30	29	13	25	7	
29	12	19	11	7	
2	10	20	22	18	
15	13	27	29	3	
8	19	11	23	29	
16	4	28	13	24	
11	6	28	28	23	
26	10	15	2	22	
26	23	5	8	24	
20	11	10	1	20	
27	29	15	4	20	
6	1	20	25	5	
27	19	2	15	13	
17	23	22	22	27	
30	20	19	28	29	
19	28	10	25	24	
24	26	7	9	6	
3	25	4	14	15	
18	8	26	9	23	
9	11	13	25	17	
21	28	4	21	21	
11	15	27	7	17	
28	23	23	20	4	
6	8	21	25	29	
14	17	14	12	8	
11	12	24	25	26	
26	10	14	30	6	
16	1	15	28	26	
27	6	15	3	10	
24	21	4	11	1	
8	30	22	27	1	
10	22	9	5	22	
25	19	21	21	19	
23	12	9	9	22	
23	11	4	24	11	
24	3	18	30	27	
21	8	25	21	26	
24	3	22	17	20	
24	6	30	11	21	
23	30	24	13	10	
1	7	24	4	21	
5	8	12	23	5	
20	3	8	1	9	
30	26	10	8	16	
9	12	9	23	14	
3	18	7	22	29	
20	13	21	21	17	
12	20	23	25	1	
23	3	27	12	17	
24	10	9	3	7	
12	10	30	20	11	
23	5	14	30	16	
6	17	24	24	26	
1	3	8	3	2	
28	4	14	29	2	
2	13	12	12	20	
6	20	19	20	8	
20	13	19	16	1	
4	19	14	1	3	
19	19	22	17	2	
19	8	6	27	15	
19	18	5	14	17	
4	11	6	27	25	
16	22	23	12	1	
19	21	15	22	6	
5	29	24	6	21	
6	1	14	28	28	
30	11	15	15	17	
18	6	29	26	13	
9	22	26	11	22	
18	17	6	2	24	
6	30	25	13	11	
5	13	5	7	16	
8	6	7	3	18	
14	30	14	9	6	
3	7	5	28	25	
19	12	29	9	18	
7	29	8	12	22	
10	10	10	19	18	
1	24	9	9	4	
4	5	5	15	18	
7	29	13	4	4	
20	21	24	10	8	
7	20	19	13	24	
8	22	10	6	18	
25	19	1	25	7	
14	13	5	8	1	
4	14	9	24	26	
22	1	7	24	28	
20	26	17	4	25	
25	27	2	6	2	
1	19	20	27	16	
29	30	5	24	14	
9	13	19	19	26	
9	13	12	23	16	
24	10	5	8	5	
12	24	1	1	20	
25	11	22	5	6	
29	19	2	13	5	
3	9	13	13	12	
21	23	4	3	2	
27	9	5	14	29	
23	27	22	19	11	
14	12	29	15	26	
27	13	19	5	16	
23	11	5	30	10	
6	17	24	4	27	
7	28	26	20	13	
20	13	1	10	4	
9	6	25	14	20	
11	4	12	18	6	
17	8	12	21	6	
4	27	29	7	25	
8	16	4	8	24	
10	22	21	21	18	
18	13	5	1	14	
29	22	12	21	30	
22	4	13	2	14	
24	5	20	25	24	
25	23	26	21	12	
23	2	12	8	1	
10	11	21	14	6	
21	20	6	5	4	
7	25	3	8	2	
12	30	30	23	15	
23	22	13	26	7	
26	14	19	3	6	
24	29	1	9	21	
5	18	26	29	27	
26	24	1	30	22	
29	12	25	4	22	
30	18	6	21	18	
12	10	20	7	26	
8	3	18	10	4	
14	6	6	16	2	
16	20	10	3	19	
23	5	7	4	15	
25	29	30	8	23	
8	30	7	14	22	
11	21	16	4	4	
