Factories	6
gJobs	200
gStage	5
Number of Machines at each stage
2	2	1	1	2	
Processing times of jobs
13	26	28	5	29	
2	19	6	26	22	
15	27	1	29	14	
13	9	25	29	10	
22	9	30	16	1	
7	4	18	4	28	
29	15	18	13	6	
21	7	5	20	9	
29	17	20	11	18	
2	11	21	25	20	
10	8	10	17	8	
4	13	13	24	17	
12	17	19	7	5	
4	28	9	11	20	
22	23	17	22	5	
9	17	17	23	19	
19	14	6	24	10	
10	7	27	7	21	
19	26	23	26	5	
22	26	8	13	20	
3	25	17	30	22	
25	6	11	3	19	
15	1	11	12	8	
15	6	17	29	5	
2	30	6	5	9	
13	27	3	17	23	
21	12	25	22	23	
23	9	15	28	15	
17	19	3	2	1	
21	23	9	29	23	
7	10	2	7	4	
4	12	13	11	10	
24	30	24	10	26	
24	10	24	15	11	
14	1	8	7	4	
7	11	16	25	11	
23	19	16	18	13	
5	5	9	5	12	
18	20	19	13	21	
9	22	3	21	9	
23	18	28	1	2	
21	25	24	29	12	
14	20	14	28	16	
15	18	29	27	15	
12	20	3	13	10	
3	27	13	9	30	
18	26	8	25	21	
21	25	4	12	27	
1	22	15	12	13	
20	16	19	10	13	
17	18	7	28	25	
23	25	9	16	22	
26	4	21	3	11	
23	8	15	11	8	
26	6	5	17	11	
13	14	24	3	28	
22	28	28	9	23	
1	7	13	14	2	
3	30	21	4	12	
30	11	9	29	10	
17	12	18	7	26	
11	2	19	7	18	
21	26	10	25	21	
6	24	1	29	27	
6	29	5	25	19	
19	12	1	17	27	
9	6	22	3	16	
9	13	11	30	30	
9	11	4	1	22	
1	16	4	6	13	
13	2	22	17	28	
14	15	16	1	5	
20	6	30	29	5	
4	25	2	1	17	
28	25	21	27	4	
23	28	3	19	23	
24	9	24	26	20	
5	13	10	2	8	
3	20	10	28	25	
15	8	26	10	21	
2	23	22	20	19	
5	4	3	24	22	
28	19	12	23	19	
10	14	27	8	11	
4	15	14	12	9	
24	13	16	2	10	
19	24	22	28	22	
22	5	16	24	29	
11	9	13	9	25	
2	8	14	23	8	
16	26	23	26	27	
17	17	16	16	4	
5	19	16	6	30	
27	24	1	17	7	
24	23	13	30	26	
18	15	19	8	22	
29	28	6	27	7	
2	13	19	5	9	
7	19	19	19	26	
25	14	28	17	4	
6	19	1	19	24	
20	14	10	18	29	
28	8	22	29	24	
20	18	24	16	14	
22	20	20	8	17	
11	4	13	4	2	
24	27	30	24	9	
25	18	2	26	6	
9	15	14	28	8	
22	17	3	6	15	
7	6	26	1	22	
29	21	30	11	11	
19	9	1	19	3	
23	1	12	20	23	
23	4	20	9	13	
9	2	26	14	10	
21	18	27	23	15	
21	14	4	29	25	
21	13	10	16	9	
6	22	27	6	5	
7	24	29	14	12	
21	30	30	5	7	
5	6	14	26	24	
15	25	18	20	25	
19	9	21	12	7	
1	9	25	21	23	
20	20	10	16	12	
16	29	12	3	25	
13	5	10	19	8	
14	15	15	3	25	
27	26	28	7	6	
17	30	5	1	4	
29	22	12	18	18	
22	3	2	3	30	
12	11	22	27	5	
12	11	27	28	19	
10	18	20	13	1	
24	20	14	29	21	
28	20	30	19	13	
25	6	9	13	30	
25	18	2	6	6	
23	13	20	1	13	
6	7	12	14	5	
6	14	4	28	24	
18	9	4	27	16	
11	6	23	21	8	
19	30	1	5	6	
16	8	6	24	7	
3	23	26	1	19	
6	5	17	7	4	
4	10	24	22	10	
17	18	1	19	18	
6	17	8	12	15	
16	13	13	21	3	
8	13	15	28	22	
7	29	25	17	25	
6	20	11	11	12	
20	3	22	10	8	
20	20	12	13	22	
15	20	28	24	29	
23	27	22	28	25	
19	11	7	24	20	
1	14	4	30	20	
22	4	12	25	10	
23	22	30	17	23	
11	17	29	30	23	
3	25	2	15	2	
8	2	21	8	11	
11	17	22	13	16	
21	17	21	20	20	
9	9	13	8	6	
8	9	26	6	24	
29	28	10	21	12	
4	29	22	6	12	
27	6	21	7	22	
5	16	24	10	15	
15	29	26	21	12	
25	27	21	15	5	
2	16	24	11	10	
20	20	21	22	5	
1	7	22	20	26	
3	14	28	12	4	
22	30	21	24	14	
27	23	24	11	15	
23	17	15	17	19	
2	30	19	26	22	
13	19	10	22	30	
7	14	20	5	26	
26	30	14	10	2	
6	13	1	14	26	
22	25	27	9	14	
25	21	20	2	30	
26	10	27	9	1	
22	11	29	18	24	
13	4	15	24	15	
7	29	28	6	27	
27	28	8	11	18	
29	14	18	24	14	
15	25	15	1	27	
25	5	9	27	30	
Energy consumption per unit  time for processing
6	6	
6	6	
5	
6	
5	5	
Energy consumption per unit  time for idle
4	4	
3	3	
3	
3	
3	3	
Energy consumption per unit  time for blocking
1	1	
2	2	
2	
1	
1	1	
