Factories	2
gJobs	300
gStage	10
Number of Machines at each stage
1	1	2	3	2	1	2	3	2	2	
Processing times of jobs
14	16	1	19	26	27	10	13	20	12	
1	28	27	28	27	17	13	9	15	19	
16	17	11	24	15	23	3	30	4	14	
17	30	16	11	11	10	22	24	15	13	
20	9	10	20	5	23	1	16	4	29	
2	30	19	15	7	8	27	10	11	16	
21	12	2	12	12	26	1	2	2	28	
5	29	5	5	19	30	6	10	10	14	
1	14	6	26	20	29	1	29	6	19	
12	29	19	3	6	15	9	22	13	29	
5	12	28	13	21	27	14	25	8	1	
8	10	8	7	5	1	8	29	2	20	
30	22	11	14	16	10	4	17	19	18	
29	17	20	27	8	6	3	15	12	21	
3	23	14	24	17	18	4	17	11	2	
9	11	13	30	6	18	6	28	8	14	
20	29	3	12	2	16	6	8	24	24	
17	28	30	7	19	21	19	22	24	12	
27	16	15	7	5	2	3	9	24	29	
15	27	3	15	23	5	4	22	5	19	
22	3	10	20	27	27	2	23	18	6	
23	9	25	26	24	15	3	4	30	17	
2	14	12	10	10	26	21	22	30	5	
12	20	11	23	16	19	18	11	11	16	
28	29	8	22	15	27	6	19	8	7	
27	15	3	24	10	18	11	3	10	13	
14	22	7	25	6	24	19	19	10	22	
27	18	11	4	16	27	5	21	3	1	
6	25	16	12	25	8	1	4	27	26	
17	10	14	12	12	19	17	14	16	8	
16	10	4	5	12	13	7	28	28	22	
17	1	7	3	26	18	20	7	19	11	
9	20	9	19	11	2	6	5	8	21	
25	23	9	30	13	21	4	13	25	27	
29	13	8	29	29	7	2	24	1	16	
17	16	11	14	10	8	22	21	2	15	
14	21	13	2	16	2	21	24	5	26	
15	18	15	24	2	9	23	2	9	12	
8	24	26	17	1	2	2	11	23	30	
15	4	9	9	11	9	14	22	22	10	
5	27	26	29	4	14	5	7	18	27	
27	8	3	27	7	11	27	10	8	14	
18	28	26	26	23	21	21	24	12	15	
21	23	23	16	9	28	14	14	29	28	
6	17	8	14	19	28	10	11	29	21	
23	11	7	6	25	2	17	20	30	3	
15	26	8	12	23	4	18	4	1	21	
13	12	25	11	29	14	21	16	26	29	
19	1	15	23	3	18	8	18	30	20	
15	20	14	19	12	1	11	14	3	9	
13	22	10	29	9	21	25	30	9	18	
6	30	3	29	25	16	26	15	2	23	
12	3	12	13	3	6	12	12	12	21	
12	22	15	14	3	17	5	2	19	6	
17	9	14	6	23	28	26	1	22	7	
16	4	27	18	22	30	26	30	20	5	
14	18	27	4	29	30	6	12	19	26	
4	4	9	22	22	25	13	16	26	3	
6	24	14	10	19	26	4	6	27	21	
9	14	13	19	14	4	7	29	1	8	
9	28	16	19	21	4	19	30	9	25	
14	5	9	27	21	8	23	17	16	15	
29	28	2	12	6	1	23	23	3	9	
9	1	12	14	11	11	4	18	12	25	
14	3	3	12	19	3	5	24	25	9	
3	26	17	12	23	26	30	9	22	27	
8	17	25	5	14	21	16	24	5	11	
26	3	23	26	25	22	2	28	21	29	
17	27	11	22	18	30	29	22	3	28	
17	21	28	22	7	5	22	12	14	30	
30	19	29	10	12	1	3	14	21	27	
28	21	16	21	9	11	23	29	24	23	
15	13	5	2	25	27	18	17	9	19	
1	25	1	1	15	29	29	25	4	26	
2	8	26	29	10	14	26	11	19	14	
3	5	2	25	27	6	6	9	7	17	
18	8	28	23	23	2	12	26	15	22	
2	11	25	4	26	19	10	19	28	21	
15	22	7	20	12	5	12	10	12	17	
4	25	21	16	20	24	28	27	24	11	
30	13	3	13	10	9	19	24	8	13	
21	30	12	29	12	16	26	14	28	8	
1	20	26	7	2	17	19	17	26	9	
5	30	30	4	10	19	16	24	30	5	
16	25	16	28	9	4	7	5	21	15	
11	28	7	16	26	1	7	30	17	4	
26	29	19	7	11	27	20	2	5	22	
9	22	5	10	17	2	24	22	19	15	
19	12	14	22	27	18	26	7	12	2	
17	16	26	4	8	23	28	12	12	12	
7	12	4	18	7	27	16	12	21	14	
12	2	6	18	30	1	3	2	9	2	
29	12	10	9	30	2	28	3	4	28	
11	18	22	5	2	5	15	26	25	12	
19	11	12	21	28	24	6	25	15	14	
10	10	14	15	13	18	29	22	6	21	
13	5	17	2	12	27	18	14	5	4	
21	6	16	12	21	8	20	21	8	11	
7	13	3	12	2	30	21	1	8	27	
11	28	25	30	24	5	30	19	14	7	
3	2	13	12	10	26	15	8	17	22	
12	17	8	16	7	24	12	20	20	7	
15	10	28	10	26	3	9	3	7	15	
29	3	30	25	13	2	8	1	12	8	
17	12	2	26	3	13	16	23	16	28	
20	4	12	2	27	7	17	17	9	11	
24	13	30	17	26	10	1	20	28	4	
26	11	4	4	17	22	10	12	27	5	
12	10	28	29	5	18	6	23	25	19	
28	28	15	6	23	10	7	8	25	13	
1	29	1	6	16	21	2	1	7	14	
9	21	9	23	29	20	12	23	18	20	
2	12	29	11	24	9	13	7	4	30	
24	13	17	4	5	3	8	3	28	20	
14	27	24	9	11	16	29	18	16	24	
22	23	14	11	29	21	10	23	19	6	
15	16	8	15	2	10	20	3	22	1	
6	8	4	28	19	16	6	10	13	23	
2	10	1	10	7	27	18	22	21	3	
29	6	4	7	27	6	17	22	26	25	
22	23	28	7	22	26	8	2	5	22	
6	21	24	19	9	18	4	23	13	27	
17	19	24	23	8	3	8	28	14	10	
13	17	7	11	14	26	23	14	6	26	
2	5	14	24	30	8	14	18	23	19	
2	9	17	9	4	14	19	9	22	13	
11	28	6	24	4	30	28	11	6	9	
10	4	17	8	18	22	9	2	26	10	
20	14	2	18	9	16	26	17	28	11	
23	30	29	5	22	12	23	17	28	6	
12	12	24	24	29	29	21	10	17	26	
29	8	8	28	6	1	4	16	13	1	
17	28	29	28	21	19	10	1	2	8	
17	7	22	26	23	6	26	3	9	9	
22	1	19	16	15	27	6	18	2	6	
11	7	24	9	1	1	20	19	30	29	
4	20	26	16	23	6	10	4	17	13	
1	29	15	26	26	30	30	28	3	29	
23	15	19	29	16	20	1	14	1	15	
22	30	3	1	19	27	8	10	25	18	
16	16	18	5	20	16	26	6	19	20	
10	23	8	5	5	8	13	24	1	3	
