Factories	4
gJobs	250
gStage	10
Number of Machines at each stage
3	1	2	2	3	3	3	2	1	2	
Processing times of jobs
2	26	25	26	7	7	7	7	27	4	
11	11	24	11	5	28	1	7	23	11	
19	10	12	30	1	15	27	30	22	21	
24	16	28	13	20	30	15	12	11	23	
20	22	9	23	27	26	21	19	11	4	
10	18	20	3	6	1	26	1	12	10	
16	28	8	25	28	8	18	26	4	30	
12	24	20	4	3	23	30	23	24	20	
26	1	16	19	17	20	6	8	20	14	
30	14	18	18	13	1	24	1	4	4	
20	4	1	14	18	13	27	10	27	27	
18	15	20	18	15	8	10	27	14	22	
13	14	22	3	4	21	6	11	6	23	
18	29	23	2	23	30	11	28	5	11	
4	27	29	19	22	24	28	24	29	30	
7	9	16	13	7	26	16	1	25	4	
22	2	10	13	25	20	17	5	27	12	
21	30	1	22	12	13	16	13	15	20	
26	7	18	30	9	3	2	19	5	6	
10	30	28	8	3	6	28	15	20	5	
7	24	18	11	9	12	1	3	7	1	
13	10	28	11	24	25	24	12	27	17	
30	1	13	7	2	14	24	18	5	25	
1	30	19	9	7	25	14	27	9	8	
11	21	28	23	12	5	22	19	15	8	
30	21	19	7	10	30	2	20	29	26	
26	7	8	9	9	8	7	29	26	9	
18	9	15	3	29	26	12	16	19	9	
18	28	26	11	5	8	18	22	2	16	
6	24	2	19	30	23	19	24	29	10	
28	13	30	30	3	2	15	15	23	10	
12	25	21	1	23	4	8	26	15	1	
5	25	4	12	18	19	18	23	15	28	
3	12	2	6	3	22	20	14	23	24	
7	30	16	20	26	22	6	14	6	9	
16	2	3	18	11	21	30	14	23	28	
5	18	5	7	4	24	27	7	22	27	
8	12	10	16	14	29	27	23	6	28	
17	12	22	4	12	8	22	10	24	26	
18	16	28	20	30	25	28	13	3	26	
21	16	29	24	20	12	30	10	30	2	
8	5	15	8	3	17	20	8	20	23	
28	3	2	21	12	18	18	10	14	11	
22	8	7	3	5	19	19	5	23	19	
10	14	7	13	14	25	9	20	17	29	
22	13	16	14	2	28	30	25	22	22	
20	3	7	7	12	23	26	10	15	13	
18	24	29	14	19	11	30	1	30	22	
25	28	27	13	15	19	1	24	17	14	
15	20	6	1	20	20	30	6	17	21	
3	2	4	23	6	9	15	11	15	10	
18	13	2	14	30	19	30	28	13	21	
17	16	12	9	27	15	6	16	7	18	
17	28	15	14	30	28	18	29	19	26	
4	8	4	18	5	2	22	11	27	10	
13	22	16	18	24	14	15	20	20	13	
