Factories	6
gJobs	150
gStage	8
Number of Machines at each stage
2	3	1	1	1	3	1	2	
Processing times of jobs
7	18	8	7	18	8	12	10	
11	18	11	29	11	4	15	25	
29	23	28	9	21	15	8	5	
23	29	3	15	6	14	27	28	
4	3	22	30	6	11	20	23	
8	30	30	25	17	5	2	5	
24	16	2	18	22	12	10	14	
23	12	15	22	12	11	15	27	
5	25	13	29	17	8	2	28	
13	21	2	23	16	5	9	2	
25	10	24	15	13	9	2	29	
2	3	29	14	30	19	28	18	
5	13	23	8	16	15	10	16	
13	21	2	26	19	16	25	4	
11	11	6	21	23	10	25	15	
8	16	17	26	3	23	15	25	
11	18	12	6	23	16	1	30	
28	2	19	29	23	7	23	12	
13	19	16	17	19	25	8	12	
23	19	7	12	6	7	11	28	
17	25	24	28	27	17	30	9	
22	14	19	29	14	20	25	9	
8	28	21	11	29	10	12	13	
5	30	9	27	25	13	1	16	
8	24	28	23	29	28	13	18	
23	3	30	21	13	23	13	26	
2	20	3	20	20	1	17	15	
6	22	15	12	17	15	24	14	
19	4	19	20	9	7	6	12	
28	24	6	11	2	18	18	24	
17	9	11	23	24	27	25	27	
22	9	1	30	17	29	30	6	
26	25	7	13	14	15	25	12	
19	25	20	22	10	21	4	12	
29	4	9	23	16	6	8	30	
30	12	20	22	10	3	1	7	
19	28	10	15	12	26	15	25	
30	6	16	17	24	8	3	11	
19	29	3	7	25	1	6	11	
23	21	13	16	30	25	1	9	
11	19	18	6	14	1	18	21	
20	25	16	19	26	15	18	25	
21	8	18	30	26	5	14	13	
22	17	30	3	23	17	13	16	
19	3	14	9	23	3	26	21	
6	26	17	7	19	30	25	5	
15	29	4	5	7	8	11	15	
17	30	5	11	30	19	30	18	
10	26	13	4	9	2	8	12	
4	11	16	12	3	17	13	1	
27	28	2	12	10	30	12	30	
14	9	27	6	26	18	8	17	
15	17	24	20	7	22	11	7	
9	18	27	13	27	15	14	27	
22	8	4	14	16	27	30	10	
18	8	20	13	11	4	1	30	
28	16	2	16	22	22	7	1	
20	1	18	19	14	28	4	26	
16	12	22	1	4	9	25	10	
2	12	14	29	20	28	13	29	
19	16	12	22	18	13	30	24	
15	18	6	17	10	10	24	21	
7	20	11	14	29	5	17	21	
15	13	24	19	22	27	17	28	
5	27	13	27	24	29	24	9	
14	12	7	11	14	29	16	16	
5	11	3	21	7	5	14	10	
5	30	24	26	19	1	20	5	
7	8	2	23	9	9	10	2	
18	21	17	30	17	13	16	9	
15	27	30	10	1	27	23	12	
20	27	16	10	10	12	21	7	
15	23	16	23	29	13	25	28	
22	1	10	5	23	12	19	23	
22	16	27	23	8	13	17	2	
2	6	21	3	18	13	19	7	
14	30	11	13	16	7	26	29	
17	24	5	3	9	18	12	25	
29	16	16	13	28	23	14	1	
23	3	7	20	9	8	17	8	
15	7	3	20	25	25	12	20	
6	28	25	23	6	12	24	9	
26	1	15	30	5	19	4	23	
3	8	17	5	22	22	18	27	
22	28	1	1	15	1	27	20	
29	29	2	21	4	10	26	24	
9	15	3	10	14	19	28	5	
7	4	25	9	28	5	17	2	
24	24	27	5	11	9	27	30	
28	8	28	2	12	6	21	5	
5	20	10	23	4	27	20	13	
4	12	7	29	11	16	5	15	
8	18	15	21	29	11	4	9	
28	13	15	20	24	20	22	17	
15	5	29	16	18	21	16	19	
13	28	28	4	9	23	18	7	
6	30	18	1	4	26	2	19	
22	29	18	30	19	20	8	17	
25	10	6	16	10	1	20	18	
16	11	2	15	13	22	4	16	
4	13	28	30	3	2	22	3	
10	21	6	26	20	16	18	19	
30	29	25	2	24	10	23	21	
2	27	17	24	14	15	1	11	
11	27	8	16	26	24	3	9	
29	21	29	7	25	10	28	1	
7	8	25	29	14	28	18	10	
18	2	18	28	1	19	18	1	
26	22	22	17	12	9	10	4	
18	7	5	6	13	8	18	10	
22	21	20	11	18	29	15	23	
14	6	22	13	16	8	30	17	
12	2	26	6	11	13	15	22	
19	29	10	14	24	25	18	24	
8	26	18	24	28	11	22	23	
6	15	16	22	17	25	11	30	
18	19	3	28	8	26	10	29	
1	17	30	28	21	25	25	6	
22	25	26	7	8	20	7	18	
11	21	15	5	16	7	19	12	
20	8	27	26	12	10	28	13	
19	12	8	18	21	11	28	11	
24	27	11	6	20	7	25	23	
20	27	18	11	28	6	2	16	
22	7	14	15	21	5	5	3	
9	27	9	9	14	8	20	10	
11	13	29	4	6	27	9	16	
3	27	6	13	3	8	11	6	
29	1	1	23	29	16	21	3	
20	28	9	9	17	12	18	6	
16	29	2	4	19	8	26	23	
19	28	22	17	7	25	27	2	
28	13	30	24	19	17	13	17	
23	2	14	2	3	23	5	22	
19	8	26	11	22	1	23	28	
5	25	15	18	20	3	9	25	
7	13	19	13	4	26	5	14	
12	15	9	15	24	20	2	17	
22	12	19	14	30	20	25	25	
3	26	7	6	25	24	10	28	
13	15	3	24	3	29	2	14	
9	7	12	19	1	4	6	9	
28	25	10	26	9	23	7	25	
4	15	24	16	22	24	9	26	
9	23	9	12	21	2	18	30	
1	18	9	28	29	15	12	29	
6	9	10	14	27	20	22	13	
9	12	8	10	21	16	19	18	
17	3	15	14	14	19	7	23	
1	14	27	10	4	4	20	22	
Energy consumption per unit  time for processing
6	6	
5	5	5	
6	
5	
6	
6	6	6	
5	
6	6	
Energy consumption per unit  time for idle
4	4	
4	4	4	
3	
3	
4	
4	4	4	
4	
4	4	
Energy consumption per unit  time for blocking
2	2	
2	2	2	
2	
2	
2	
1	1	1	
2	
1	1	
