Factories	4
gJobs	150
gStage	8
Number of Machines at each stage
1	1	3	3	2	1	3	2	
Processing times of jobs
9	13	18	13	1	8	8	8	
8	13	26	3	12	18	10	6	
3	3	18	19	17	28	30	16	
14	19	30	14	17	7	17	29	
5	27	21	23	3	27	6	30	
6	17	9	9	28	15	13	9	
20	26	15	29	27	5	5	21	
3	12	6	23	13	21	17	15	
15	16	1	1	5	18	14	29	
15	28	23	28	11	14	11	28	
12	19	7	23	5	5	19	28	
3	16	9	19	29	8	23	18	
15	4	18	8	27	4	21	15	
2	10	28	15	4	15	7	30	
18	29	23	23	23	2	26	2	
28	25	15	17	23	20	26	13	
9	1	29	1	22	13	16	10	
26	29	8	8	7	15	23	18	
3	24	5	10	4	9	3	20	
27	22	25	5	22	20	8	30	
27	3	8	5	15	21	2	29	
15	10	28	25	5	21	25	19	
25	26	13	29	17	10	6	26	
11	11	13	25	18	28	29	28	
7	18	3	21	16	21	2	13	
19	13	2	28	1	17	22	30	
13	16	15	8	4	8	29	19	
10	10	25	16	8	19	29	8	
1	24	5	30	5	25	15	8	
3	6	4	19	1	14	22	27	
22	3	4	19	6	8	1	28	
26	26	7	28	27	15	1	27	
25	17	6	12	21	1	4	28	
8	15	9	15	2	11	5	27	
8	27	11	17	8	14	26	8	
6	1	30	14	9	26	24	4	
11	26	28	22	19	15	16	10	
27	20	13	25	21	21	19	30	
28	19	18	15	2	30	11	10	
11	7	13	25	13	27	4	26	
20	27	20	19	8	2	3	28	
25	7	22	23	16	7	15	18	
4	13	27	7	27	27	4	5	
16	24	1	15	29	16	29	6	
27	2	15	20	22	4	21	3	
30	20	27	24	12	13	23	26	
1	13	30	27	28	19	3	14	
20	9	17	26	4	24	15	24	
23	5	9	30	18	19	8	25	
6	11	21	10	2	28	11	1	
28	21	16	4	3	11	27	16	
11	8	12	15	9	17	21	7	
26	30	8	14	21	20	23	2	
26	7	6	21	24	8	1	9	
21	21	2	2	2	15	20	26	
25	28	29	2	11	16	4	14	
12	23	2	7	7	15	29	7	
7	30	22	30	18	23	5	24	
5	27	11	2	8	12	23	16	
5	27	17	2	4	27	5	2	
28	20	29	29	9	26	6	25	
27	29	21	18	13	3	2	3	
17	21	14	17	16	22	6	29	
22	8	1	22	22	16	1	24	
11	9	13	15	23	13	24	18	
25	25	7	27	30	14	17	26	
5	5	16	28	15	17	27	2	
8	26	1	24	15	15	23	21	
6	22	20	1	8	10	19	20	
18	28	23	22	22	20	27	26	
7	4	22	26	6	29	13	16	
6	20	13	18	27	10	16	2	
7	30	4	23	8	19	18	12	
2	20	18	15	8	25	8	1	
1	30	5	1	13	27	18	30	
13	9	6	18	22	16	15	23	
22	29	19	24	20	26	7	22	
24	16	30	12	14	27	20	29	
11	22	28	10	22	1	30	21	
23	29	10	24	29	13	7	23	
15	11	29	27	11	22	28	13	
19	8	1	22	20	5	26	2	
1	29	21	21	26	28	8	24	
13	29	11	23	11	20	16	28	
12	14	21	5	21	11	2	22	
15	15	24	7	15	11	30	12	
19	22	4	12	24	9	3	17	
3	17	10	9	25	9	8	4	
29	26	8	19	17	19	12	28	
9	27	15	25	22	6	18	14	
23	16	7	16	14	22	29	3	
22	28	4	5	23	3	16	4	
18	8	18	29	22	2	18	24	
25	23	8	28	27	13	27	17	
9	3	21	12	3	17	12	7	
7	24	5	5	25	6	10	3	
13	17	5	3	9	20	24	20	
30	25	26	29	1	1	17	15	
10	10	27	19	2	18	20	10	
6	30	4	13	20	24	16	10	
18	21	6	3	28	3	13	29	
9	25	16	18	3	11	9	1	
27	8	19	24	23	1	19	15	
24	24	20	6	11	6	21	22	
14	21	9	2	15	1	23	3	
24	19	13	2	1	27	21	21	
1	1	25	17	17	9	26	3	
2	23	4	11	15	20	11	27	
10	25	22	11	19	30	16	17	
30	25	14	3	10	26	23	19	
28	2	11	28	1	21	10	23	
24	15	24	22	3	27	26	13	
9	9	28	19	19	3	10	15	
11	8	14	26	11	9	26	2	
21	9	14	28	7	27	15	26	
10	5	15	11	21	19	9	2	
25	15	17	29	1	28	14	4	
20	18	30	26	8	12	20	27	
4	26	3	9	30	24	3	9	
6	11	19	13	9	21	25	1	
30	9	9	17	20	30	11	27	
16	16	17	2	5	10	25	28	
10	18	19	24	8	28	12	8	
16	12	26	8	20	27	6	4	
15	29	19	21	15	26	13	9	
14	29	4	29	21	5	24	8	
2	7	23	14	12	3	29	10	
28	20	27	7	7	15	26	21	
25	23	27	20	8	18	20	15	
22	13	9	25	11	7	26	13	
10	22	30	24	15	29	14	30	
8	27	8	29	12	14	3	6	
5	12	2	8	6	6	24	17	
2	22	18	19	16	28	25	21	
5	23	19	19	25	30	7	25	
14	27	21	17	4	25	15	22	
27	6	4	30	14	19	18	4	
29	17	21	19	12	25	23	7	
29	29	5	7	9	30	14	4	
28	16	25	14	23	26	19	1	
13	30	19	21	14	6	22	9	
4	1	13	26	24	12	2	18	
23	10	9	5	1	18	21	15	
10	1	30	9	22	14	12	8	
13	11	10	20	19	11	30	29	
30	2	26	12	19	24	4	15	
4	12	25	21	14	12	5	13	
20	18	26	29	24	13	30	21	
27	13	27	6	16	1	25	7	
27	5	18	6	27	16	4	15	
Energy consumption per unit  time for processing
6	
6	
6	6	6	
6	6	6	
5	5	
6	
5	5	5	
5	5	
Energy consumption per unit  time for idle
3	
4	
4	4	4	
4	4	4	
3	3	
4	
4	4	4	
4	4	
Energy consumption per unit  time for blocking
2	
2	
2	2	2	
1	1	1	
1	1	
2	
1	1	1	
2	2	
