Factories	4
gJobs	150
gStage	10
Number of Machines at each stage
2	1	2	3	1	2	3	3	3	2	
Processing times of jobs
13	21	24	9	26	5	30	21	11	14	
28	17	2	27	24	4	23	30	19	23	
2	28	7	10	29	8	8	20	12	14	
18	8	8	28	14	26	19	29	25	19	
16	30	19	6	2	3	2	17	16	6	
15	9	2	18	4	1	28	27	4	24	
24	20	19	5	19	28	4	17	13	24	
5	30	24	13	14	6	22	19	3	10	
28	10	2	13	3	9	22	8	21	21	
19	25	17	26	15	5	22	9	6	29	
21	13	21	8	6	1	15	18	15	17	
17	24	29	29	24	13	30	6	9	16	
10	17	18	29	30	14	2	14	27	29	
14	19	26	5	16	21	1	6	9	1	
20	21	28	5	12	10	24	27	20	7	
28	8	20	12	17	20	29	20	9	10	
16	9	8	22	4	28	18	18	18	8	
29	25	28	25	15	11	16	20	4	3	
14	18	4	24	15	24	15	5	12	28	
11	30	24	12	25	6	12	9	21	19	
30	5	1	28	4	16	10	25	26	11	
1	19	1	7	10	4	12	5	13	18	
16	22	14	26	27	9	9	23	12	3	
5	26	9	6	30	24	13	23	4	21	
29	13	2	2	8	26	19	27	6	25	
11	7	3	15	13	6	6	24	10	21	
12	10	28	8	16	14	14	27	14	9	
27	5	26	8	23	12	11	23	27	7	
6	24	1	15	16	26	8	22	27	28	
28	15	23	19	23	9	17	22	19	22	
28	8	22	20	20	20	18	21	27	19	
19	2	1	12	17	2	10	30	7	9	
22	5	13	24	10	11	12	7	23	16	
7	20	14	20	29	10	5	3	7	11	
19	19	24	25	16	27	9	11	6	29	
14	14	24	15	29	22	23	26	8	25	
22	10	19	9	24	4	27	25	20	11	
16	29	20	28	18	18	10	29	1	21	
5	19	11	21	28	20	17	29	3	30	
1	14	9	5	11	23	23	17	28	26	
15	14	18	8	22	18	26	3	1	4	
23	3	28	1	1	18	22	1	27	21	
30	16	24	8	11	14	14	16	20	10	
15	14	10	16	27	7	1	10	20	21	
30	17	6	11	3	30	4	29	14	8	
12	27	3	17	9	19	9	11	6	15	
10	7	22	29	12	8	26	17	15	18	
22	7	25	21	12	11	17	22	13	13	
3	15	15	12	18	16	16	22	22	25	
6	23	18	18	14	5	20	21	21	5	
24	19	9	13	8	27	15	17	20	2	
3	14	27	3	4	30	24	22	28	5	
18	29	24	10	17	1	11	14	20	16	
7	2	15	16	29	13	18	23	21	4	
13	11	28	22	17	19	13	25	6	9	
17	26	22	3	10	10	24	28	29	16	
24	21	22	27	22	13	17	1	2	13	
8	15	28	28	8	22	12	27	22	1	
11	15	8	29	25	4	16	19	7	5	
24	7	21	4	7	11	24	23	27	21	
16	22	10	23	4	9	1	24	3	14	
1	2	18	13	2	15	24	17	18	18	
19	12	2	7	1	30	10	20	4	8	
22	16	12	5	1	14	20	22	7	5	
29	25	3	11	7	2	3	22	9	6	
21	9	12	17	13	21	19	12	14	24	
23	19	20	11	27	25	4	21	2	24	
29	24	23	14	7	15	15	20	2	22	
10	10	3	4	13	18	7	22	13	29	
27	16	28	9	11	12	29	4	27	4	
5	12	8	2	24	25	5	30	17	6	
24	2	1	20	4	28	12	28	25	5	
19	21	8	30	28	10	11	23	23	26	
29	5	29	9	6	13	18	5	26	22	
20	19	18	5	2	20	21	22	18	12	
3	22	2	30	11	8	22	7	14	21	
30	23	17	9	13	3	22	9	6	3	
4	24	14	25	19	21	14	8	10	22	
24	5	3	30	23	26	30	23	6	7	
25	30	19	5	5	16	17	17	30	2	
13	24	25	28	1	1	27	12	5	21	
3	8	10	29	25	3	10	23	19	13	
15	14	3	28	5	24	5	20	30	5	
18	28	2	19	21	2	15	8	7	15	
26	24	24	9	27	7	15	27	7	7	
6	7	1	28	20	2	23	24	28	9	
25	13	26	3	22	12	14	13	20	6	
29	18	1	30	12	17	11	3	15	25	
13	21	10	15	2	8	9	18	14	29	
5	8	21	3	30	11	28	29	1	19	
29	3	3	29	30	17	5	18	24	29	
13	5	4	12	8	15	19	4	14	12	
30	21	22	8	21	16	15	7	25	27	
14	6	22	26	24	23	5	20	21	14	
29	15	3	3	9	13	4	10	3	16	
11	21	18	1	14	23	1	28	21	10	
22	21	24	23	4	6	3	28	24	8	
5	6	6	6	22	7	27	14	1	20	
16	20	26	6	30	24	17	15	22	5	
13	24	30	11	26	7	7	28	29	4	
28	29	7	23	27	6	14	10	27	12	
13	4	6	15	1	23	24	7	23	30	
8	12	8	9	23	20	14	10	25	29	
7	26	2	14	23	17	18	29	7	11	
10	16	26	16	24	19	4	20	5	24	
20	17	8	20	26	30	18	23	26	24	
5	25	27	6	15	1	9	2	20	26	
1	6	6	6	20	16	18	9	28	9	
22	15	20	3	6	25	21	7	20	18	
22	19	2	4	27	11	1	19	3	16	
19	24	6	17	28	28	1	15	23	8	
15	24	29	17	29	15	27	20	25	14	
2	26	30	20	10	5	12	19	27	4	
11	14	22	17	4	28	10	1	13	15	
18	29	22	18	20	11	19	12	12	22	
4	2	15	28	15	23	21	13	4	22	
6	17	21	24	23	2	9	26	21	22	
29	12	16	18	6	28	20	18	16	25	
9	13	17	27	16	4	14	24	10	12	
29	29	29	29	8	24	19	7	8	5	
9	23	29	4	20	25	25	18	23	2	
3	25	3	4	1	3	12	11	29	22	
7	11	1	8	1	30	22	13	21	15	
24	21	27	3	12	18	27	26	19	4	
16	21	16	27	28	12	8	11	15	12	
11	23	23	21	2	13	14	7	5	26	
4	21	29	3	24	19	25	3	26	29	
29	19	2	17	7	12	11	15	17	21	
14	23	2	12	15	26	18	13	25	23	
5	27	17	21	4	10	10	1	24	27	
