Factories	3
gJobs	200
gStage	5
Number of Machines at each stage
1	1	2	2	3	
Processing times of jobs
17	17	5	18	8	
16	17	29	6	18	
22	18	28	1	13	
18	19	21	15	10	
27	17	29	14	3	
7	11	17	10	26	
18	21	26	8	2	
3	29	4	17	19	
15	6	10	17	30	
12	8	12	30	13	
15	10	14	2	5	
19	12	17	24	22	
6	23	30	29	29	
1	5	1	4	27	
21	21	23	6	23	
20	23	29	30	26	
4	21	14	21	5	
27	18	25	9	25	
5	4	28	9	24	
11	22	2	28	20	
2	1	9	11	12	
17	4	24	11	18	
19	25	13	28	30	
29	15	20	8	12	
13	10	30	14	2	
27	9	2	9	23	
20	8	11	6	8	
22	5	26	26	10	
28	1	14	25	20	
14	14	19	3	13	
6	15	26	15	21	
8	5	15	19	10	
2	1	5	28	24	
23	24	25	11	4	
5	5	12	30	5	
4	26	13	13	16	
27	23	7	14	7	
13	11	25	6	6	
4	13	29	18	9	
28	6	30	19	8	
28	13	23	6	26	
20	2	11	21	1	
28	13	1	15	15	
6	23	18	1	13	
28	4	21	19	28	
30	21	3	7	4	
30	8	21	28	22	
18	5	11	4	24	
8	2	19	21	12	
13	28	2	24	21	
11	3	7	16	18	
26	5	19	25	14	
22	28	1	7	15	
23	18	1	26	13	
16	24	4	18	25	
12	2	10	14	29	
8	16	21	26	11	
26	23	15	12	21	
18	11	1	20	30	
22	10	15	13	12	
23	24	4	28	9	
25	10	25	17	16	
3	2	22	7	17	
2	14	8	23	7	
19	29	4	6	21	
24	2	19	24	22	
15	12	18	22	12	
9	12	8	22	10	
15	29	10	30	17	
14	2	22	26	26	
12	14	26	6	11	
15	23	14	4	7	
26	5	18	14	28	
9	22	30	2	26	
26	16	11	19	30	
14	2	9	26	12	
15	28	23	3	5	
20	14	26	29	8	
14	29	17	7	26	
9	20	27	14	20	
3	27	30	1	19	
27	29	12	8	30	
27	29	12	15	2	
24	16	16	1	28	
2	1	16	18	24	
8	5	10	17	30	
22	4	19	14	16	
28	10	17	19	13	
11	9	18	7	20	
20	5	17	30	26	
7	16	30	12	12	
11	2	3	4	24	
7	26	18	18	29	
19	30	18	19	4	
6	2	21	18	9	
23	2	13	3	15	
2	30	16	26	8	
5	26	10	13	30	
24	20	5	12	15	
25	4	14	11	20	
15	4	25	28	5	
24	13	14	26	9	
4	27	4	28	6	
29	21	11	16	28	
19	6	5	6	12	
14	6	18	19	27	
24	1	30	28	25	
2	22	11	22	19	
17	10	16	5	21	
18	22	23	15	12	
4	29	7	1	15	
9	18	26	24	6	
29	4	11	25	18	
20	16	25	16	18	
6	5	4	6	12	
16	4	13	30	28	
23	6	25	22	26	
4	19	23	2	26	
5	26	24	16	16	
21	19	18	22	10	
24	22	18	5	15	
11	19	20	25	21	
10	4	4	17	2	
1	16	10	15	18	
18	12	29	21	26	
11	13	9	27	8	
3	21	1	17	2	
24	10	27	5	21	
13	21	19	13	10	
25	20	11	26	9	
21	9	30	26	25	
6	24	20	25	11	
30	18	30	29	5	
23	19	6	2	12	
6	28	14	21	11	
4	8	12	13	3	
17	23	14	19	9	
26	24	6	9	20	
29	6	21	15	28	
2	15	25	3	14	
24	25	30	16	3	
26	8	25	19	17	
6	23	13	3	16	
12	15	13	27	1	
19	13	29	3	9	
15	20	4	10	6	
30	9	4	12	17	
26	1	16	17	15	
7	24	5	28	27	
3	13	25	30	1	
11	22	23	19	19	
6	15	6	5	8	
12	26	21	10	5	
14	30	25	10	9	
4	9	15	8	6	
26	13	8	14	22	
16	26	19	11	20	
30	5	5	23	7	
18	27	16	12	12	
30	28	6	20	25	
29	20	22	21	5	
6	2	16	30	4	
9	20	8	30	2	
18	6	24	12	1	
10	26	16	5	26	
26	15	14	21	30	
29	6	29	16	19	
13	6	24	15	28	
21	2	7	29	11	
25	1	6	26	6	
28	22	24	13	18	
28	7	16	29	13	
1	30	11	29	28	
19	11	21	21	14	
25	21	28	28	10	
4	12	1	17	2	
13	2	19	29	20	
22	1	21	20	10	
26	3	3	14	18	
14	13	16	15	21	
24	25	4	20	10	
8	28	24	7	12	
12	24	9	13	28	
14	21	22	9	18	
21	28	22	19	27	
12	27	20	6	7	
7	6	20	18	7	
30	6	3	20	22	
6	22	2	23	16	
19	17	23	17	29	
28	10	27	20	4	
7	26	1	11	14	
16	8	4	5	18	
3	11	8	26	17	
8	25	26	7	13	
9	7	25	21	1	
9	7	30	23	12	
3	7	21	5	5	
18	3	12	1	24	
20	12	21	14	28	
Energy consumption per unit  time for processing
6	
6	
5	5	
5	5	
5	5	5	
Energy consumption per unit  time for idle
3	
3	
3	3	
3	3	
4	4	4	
Energy consumption per unit  time for blocking
1	
1	
1	1	
1	1	
2	2	2	
