Factories	4
gJobs	250
gStage	8
Number of Machines at each stage
2	2	3	3	3	1	2	3	
Processing times of jobs
29	17	11	23	13	10	15	25	
23	2	8	27	3	2	21	30	
11	2	22	15	4	9	5	5	
8	26	19	24	19	6	23	7	
17	12	28	4	29	11	22	26	
10	9	30	4	30	9	2	19	
14	24	10	8	14	12	7	21	
1	16	22	16	27	29	6	13	
24	4	14	2	18	24	13	22	
11	18	12	15	11	18	2	16	
10	18	21	29	19	23	4	28	
3	9	12	9	21	30	20	14	
17	26	24	13	4	3	23	22	
21	22	10	7	16	25	8	21	
9	9	22	27	3	23	1	8	
1	22	19	29	27	26	30	10	
18	25	25	11	18	10	1	18	
6	30	5	18	21	21	24	24	
13	8	9	28	5	2	12	21	
23	23	24	11	9	2	25	23	
3	25	9	26	14	20	23	16	
16	13	19	29	30	18	23	29	
4	19	24	16	29	29	19	23	
5	19	30	9	19	6	6	27	
11	14	11	22	2	28	24	29	
18	10	19	11	14	13	13	8	
23	13	19	29	1	12	5	19	
22	17	9	16	22	28	19	27	
6	30	20	17	20	17	19	4	
14	9	18	20	3	19	27	21	
4	11	30	17	18	8	11	19	
13	10	18	12	5	7	28	21	
14	21	24	17	5	28	14	29	
24	9	2	17	7	19	26	23	
27	30	9	1	9	7	18	10	
18	27	18	11	28	9	4	12	
16	14	14	1	28	23	1	25	
29	22	22	5	12	26	26	2	
19	1	15	9	6	20	4	3	
23	3	19	27	11	15	20	19	
12	25	11	7	15	10	9	22	
17	28	17	15	4	1	10	30	
19	1	13	28	15	8	25	30	
25	19	28	10	29	26	30	24	
6	27	19	11	8	23	5	6	
13	28	21	30	22	3	23	9	
3	7	22	2	18	7	29	16	
6	3	14	3	16	17	25	7	
7	14	22	11	16	23	24	27	
25	19	3	12	7	24	16	1	
3	14	20	20	30	5	8	24	
10	14	27	17	18	25	24	6	
16	8	23	9	11	6	1	15	
27	18	2	24	26	9	9	24	
27	7	11	6	29	11	30	25	
13	24	30	26	22	11	9	13	
15	14	19	23	19	12	22	24	
